Location,Status,Prosto,Na voljo,Datum
Trg prekomorskih brigad,Prosto,41,61,2025-03-17 23:04
Štembalova ulica,Zasedeno,/,155,2025-03-17 23:04
Žale I.,Prosto,76,125,2025-03-17 23:04
Žale II.,Prosto,54,80,2025-03-17 23:04
Žale III.,Prosto,53,83,2025-03-17 23:04
Žale IV.,Prosto,78,78,2025-03-17 23:04
Žale V.,Prosto,285,100,2025-03-17 23:04
P+R Ježica,Odprto,,,2025-03-17 23:04
P+R Stanežiče,Odprto,,,2025-03-17 23:04
ŠRC Stožice,Prosto,/,509,2025-03-17 23:04
Tacen,Prosto,/,/,2025-03-17 23:04
Bratislavska,Prosto,/,/,2025-03-17 23:04
BS4,Prosto,54,100,2025-03-17 23:04
PH Rog,Prosto,20,80,2025-03-17 23:04
P+R Letališka,Odprto,,,2025-03-17 23:04
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-17 23:04
Bežigrad,Prosto,40,64,2025-03-17 23:18
Dolenjska cesta (Strelišče),Prosto,69,67,2025-03-17 23:18
Gosarjeva ulica,Prosto,40,190,2025-03-17 23:18
Gospodarsko razstavišče,Prosto,455,400,2025-03-17 23:18
Komanova ulica,Zasedeno,/,55,2025-03-17 23:18
PH Kongresni trg,Prosto,267,720,2025-03-17 23:18
Kozolec,Prosto,156,394,2025-03-17 23:18
Kranjčeva ulica,Prosto,108,117,2025-03-17 23:18
Linhartova,Prosto,114,50,2025-03-17 23:18
Metelkova ulica,Prosto,37,89,2025-03-17 23:18
Mirje,Prosto,90,107,2025-03-17 23:18
P+R Barje,Odprto,,,2025-03-17 23:18
P+R Dolgi Most,Odprto,,,2025-03-17 23:18
P+R Studenec,Odprto,,,2025-03-17 23:18
PH Kolezija,Prosto,72,80,2025-03-17 23:18
Pokopališče Polje,Prosto,39,39,2025-03-17 23:18
Povšetova ulica,Prosto,61,81,2025-03-17 23:18
Sanatorij Emona,Prosto,18,25,2025-03-17 23:18
Slovenčeva ulica,Zasedeno,0,128,2025-03-17 23:18
Tivoli I.,Prosto,330,351,2025-03-17 23:18
Tivoli II.,Prosto,172,159,2025-03-17 23:18
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-17 23:18
Trg prekomorskih brigad,Prosto,44,61,2025-03-17 23:18
Štembalova ulica,Zasedeno,/,155,2025-03-17 23:18
Žale I.,Prosto,76,125,2025-03-17 23:18
Žale II.,Prosto,54,80,2025-03-17 23:18
Žale III.,Prosto,53,83,2025-03-17 23:18
Žale IV.,Prosto,78,78,2025-03-17 23:18
Žale V.,Prosto,285,100,2025-03-17 23:18
P+R Ježica,Odprto,,,2025-03-17 23:18
P+R Stanežiče,Odprto,,,2025-03-17 23:18
ŠRC Stožice,Prosto,/,509,2025-03-17 23:18
Tacen,Prosto,/,/,2025-03-17 23:18
Bratislavska,Prosto,/,/,2025-03-17 23:18
BS4,Prosto,55,100,2025-03-17 23:18
PH Rog,Prosto,19,80,2025-03-17 23:18
P+R Letališka,Odprto,,,2025-03-17 23:18
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-17 23:18
Bežigrad,Prosto,39,64,2025-03-17 23:34
Dolenjska cesta (Strelišče),Prosto,69,67,2025-03-17 23:34
Gosarjeva ulica,Prosto,40,190,2025-03-17 23:34
Gospodarsko razstavišče,Prosto,455,400,2025-03-17 23:34
Komanova ulica,Zasedeno,/,55,2025-03-17 23:34
PH Kongresni trg,Prosto,269,720,2025-03-17 23:34
Kozolec,Prosto,156,394,2025-03-17 23:34
Kranjčeva ulica,Prosto,109,117,2025-03-17 23:34
Linhartova,Prosto,114,50,2025-03-17 23:34
Metelkova ulica,Prosto,37,89,2025-03-17 23:34
Mirje,Prosto,88,107,2025-03-17 23:34
P+R Barje,Odprto,,,2025-03-17 23:34
P+R Dolgi Most,Odprto,,,2025-03-17 23:34
P+R Studenec,Odprto,,,2025-03-17 23:34
PH Kolezija,Prosto,72,80,2025-03-17 23:34
Pokopališče Polje,Prosto,39,39,2025-03-17 23:34
Povšetova ulica,Prosto,61,81,2025-03-17 23:34
Sanatorij Emona,Prosto,18,25,2025-03-17 23:34
Slovenčeva ulica,Zasedeno,0,128,2025-03-17 23:34
Tivoli I.,Prosto,330,351,2025-03-17 23:34
Tivoli II.,Prosto,174,159,2025-03-17 23:34
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-17 23:34
Trg prekomorskih brigad,Prosto,44,61,2025-03-17 23:34
Štembalova ulica,Zasedeno,/,155,2025-03-17 23:34
Žale I.,Prosto,76,125,2025-03-17 23:34
Žale II.,Prosto,54,80,2025-03-17 23:34
Žale III.,Prosto,53,83,2025-03-17 23:34
Žale IV.,Prosto,78,78,2025-03-17 23:34
Žale V.,Prosto,285,100,2025-03-17 23:34
P+R Ježica,Odprto,,,2025-03-17 23:34
P+R Stanežiče,Odprto,,,2025-03-17 23:34
ŠRC Stožice,Prosto,/,509,2025-03-17 23:34
Tacen,Prosto,/,/,2025-03-17 23:34
Bratislavska,Prosto,/,/,2025-03-17 23:34
BS4,Prosto,56,100,2025-03-17 23:34
PH Rog,Prosto,20,80,2025-03-17 23:34
P+R Letališka,Odprto,,,2025-03-17 23:34
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-17 23:34
Bežigrad,Prosto,39,64,2025-03-17 23:48
Dolenjska cesta (Strelišče),Prosto,74,67,2025-03-17 23:48
Gosarjeva ulica,Prosto,40,190,2025-03-17 23:48
Gospodarsko razstavišče,Prosto,455,400,2025-03-17 23:48
Komanova ulica,Zasedeno,/,55,2025-03-17 23:48
PH Kongresni trg,Prosto,269,720,2025-03-17 23:48
Kozolec,Prosto,159,394,2025-03-17 23:48
Kranjčeva ulica,Prosto,111,117,2025-03-17 23:48
Linhartova,Prosto,114,50,2025-03-17 23:48
Metelkova ulica,Prosto,37,89,2025-03-17 23:48
Mirje,Prosto,88,107,2025-03-17 23:48
P+R Barje,Odprto,,,2025-03-17 23:48
P+R Dolgi Most,Odprto,,,2025-03-17 23:48
P+R Studenec,Odprto,,,2025-03-17 23:48
PH Kolezija,Prosto,72,80,2025-03-17 23:48
Pokopališče Polje,Prosto,38,39,2025-03-17 23:48
Povšetova ulica,Prosto,61,81,2025-03-17 23:48
Sanatorij Emona,Prosto,18,25,2025-03-17 23:48
Slovenčeva ulica,Zasedeno,0,128,2025-03-17 23:48
Tivoli I.,Prosto,331,351,2025-03-17 23:48
Tivoli II.,Prosto,176,159,2025-03-17 23:48
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-17 23:48
Trg prekomorskih brigad,Prosto,44,61,2025-03-17 23:48
Štembalova ulica,Zasedeno,/,155,2025-03-17 23:48
Žale I.,Prosto,76,125,2025-03-17 23:48
Žale II.,Prosto,54,80,2025-03-17 23:48
Žale III.,Prosto,53,83,2025-03-17 23:48
Žale IV.,Prosto,78,78,2025-03-17 23:48
Žale V.,Prosto,285,100,2025-03-17 23:48
P+R Ježica,Odprto,,,2025-03-17 23:48
P+R Stanežiče,Odprto,,,2025-03-17 23:48
ŠRC Stožice,Prosto,/,509,2025-03-17 23:48
Tacen,Prosto,/,/,2025-03-17 23:48
Bratislavska,Prosto,/,/,2025-03-17 23:48
BS4,Prosto,56,100,2025-03-17 23:48
PH Rog,Prosto,20,80,2025-03-17 23:48
P+R Letališka,Odprto,,,2025-03-17 23:48
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-17 23:48
Bežigrad,Prosto,39,64,2025-03-18 00:04
Dolenjska cesta (Strelišče),Prosto,74,67,2025-03-18 00:04
Gosarjeva ulica,Prosto,41,190,2025-03-18 00:04
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 00:04
Komanova ulica,Zasedeno,/,55,2025-03-18 00:04
PH Kongresni trg,Prosto,269,720,2025-03-18 00:04
Kozolec,Prosto,159,394,2025-03-18 00:04
Kranjčeva ulica,Prosto,111,117,2025-03-18 00:04
Linhartova,Prosto,114,50,2025-03-18 00:04
Metelkova ulica,Prosto,37,89,2025-03-18 00:04
Mirje,Prosto,88,107,2025-03-18 00:04
P+R Barje,Odprto,,,2025-03-18 00:04
P+R Dolgi Most,Odprto,,,2025-03-18 00:04
P+R Studenec,Odprto,,,2025-03-18 00:04
PH Kolezija,Prosto,72,80,2025-03-18 00:04
Pokopališče Polje,Prosto,38,39,2025-03-18 00:04
Povšetova ulica,Prosto,61,81,2025-03-18 00:04
Sanatorij Emona,Prosto,19,25,2025-03-18 00:04
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 00:04
Tivoli I.,Prosto,330,351,2025-03-18 00:04
Tivoli II.,Prosto,177,159,2025-03-18 00:04
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 00:04
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 00:04
Štembalova ulica,Zasedeno,/,155,2025-03-18 00:04
Žale I.,Prosto,76,125,2025-03-18 00:04
Žale II.,Prosto,53,80,2025-03-18 00:04
Žale III.,Prosto,53,83,2025-03-18 00:04
Žale IV.,Prosto,78,78,2025-03-18 00:04
Žale V.,Prosto,285,100,2025-03-18 00:04
P+R Ježica,Odprto,,,2025-03-18 00:04
P+R Stanežiče,Odprto,,,2025-03-18 00:04
ŠRC Stožice,Prosto,/,509,2025-03-18 00:04
Tacen,Prosto,/,/,2025-03-18 00:04
Bratislavska,Prosto,/,/,2025-03-18 00:04
BS4,Prosto,56,100,2025-03-18 00:04
PH Rog,Prosto,20,80,2025-03-18 00:04
P+R Letališka,Odprto,,,2025-03-18 00:04
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 00:04
Bežigrad,Prosto,40,64,2025-03-18 00:12
Dolenjska cesta (Strelišče),Prosto,75,67,2025-03-18 00:12
Gosarjeva ulica,Prosto,41,190,2025-03-18 00:12
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 00:12
Komanova ulica,Zasedeno,/,55,2025-03-18 00:12
PH Kongresni trg,Prosto,269,720,2025-03-18 00:12
Kozolec,Prosto,160,394,2025-03-18 00:12
Kranjčeva ulica,Prosto,111,117,2025-03-18 00:12
Linhartova,Prosto,114,50,2025-03-18 00:12
Metelkova ulica,Prosto,37,89,2025-03-18 00:12
Mirje,Prosto,88,107,2025-03-18 00:12
P+R Barje,Odprto,,,2025-03-18 00:12
P+R Dolgi Most,Odprto,,,2025-03-18 00:12
P+R Studenec,Odprto,,,2025-03-18 00:12
PH Kolezija,Prosto,72,80,2025-03-18 00:12
Pokopališče Polje,Prosto,38,39,2025-03-18 00:12
Povšetova ulica,Prosto,61,81,2025-03-18 00:12
Sanatorij Emona,Prosto,19,25,2025-03-18 00:12
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 00:12
Tivoli I.,Prosto,332,351,2025-03-18 00:12
Tivoli II.,Prosto,177,159,2025-03-18 00:12
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 00:12
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 00:12
Štembalova ulica,Zasedeno,/,155,2025-03-18 00:12
Žale I.,Prosto,76,125,2025-03-18 00:12
Žale II.,Prosto,53,80,2025-03-18 00:12
Žale III.,Prosto,53,83,2025-03-18 00:12
Žale IV.,Prosto,78,78,2025-03-18 00:12
Žale V.,Prosto,285,100,2025-03-18 00:12
P+R Ježica,Odprto,,,2025-03-18 00:12
P+R Stanežiče,Odprto,,,2025-03-18 00:12
ŠRC Stožice,Prosto,/,509,2025-03-18 00:12
Tacen,Prosto,/,/,2025-03-18 00:12
Bratislavska,Prosto,/,/,2025-03-18 00:12
BS4,Prosto,56,100,2025-03-18 00:12
PH Rog,Prosto,20,80,2025-03-18 00:12
P+R Letališka,Odprto,,,2025-03-18 00:12
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 00:12
Bežigrad,Prosto,40,64,2025-03-18 00:28
Dolenjska cesta (Strelišče),Prosto,75,67,2025-03-18 00:28
Gosarjeva ulica,Prosto,41,190,2025-03-18 00:28
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 00:28
Komanova ulica,Zasedeno,/,55,2025-03-18 00:28
PH Kongresni trg,Prosto,268,720,2025-03-18 00:28
Kozolec,Prosto,160,394,2025-03-18 00:28
Kranjčeva ulica,Prosto,111,117,2025-03-18 00:28
Linhartova,Prosto,114,50,2025-03-18 00:28
Metelkova ulica,Prosto,37,89,2025-03-18 00:28
Mirje,Prosto,88,107,2025-03-18 00:28
P+R Barje,Odprto,,,2025-03-18 00:28
P+R Dolgi Most,Odprto,,,2025-03-18 00:28
P+R Studenec,Odprto,,,2025-03-18 00:28
PH Kolezija,Prosto,72,80,2025-03-18 00:28
Pokopališče Polje,Prosto,37,39,2025-03-18 00:28
Povšetova ulica,Prosto,61,81,2025-03-18 00:28
Sanatorij Emona,Prosto,19,25,2025-03-18 00:28
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 00:28
Tivoli I.,Prosto,332,351,2025-03-18 00:28
Tivoli II.,Prosto,177,159,2025-03-18 00:28
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 00:28
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 00:28
Štembalova ulica,Zasedeno,/,155,2025-03-18 00:28
Žale I.,Prosto,76,125,2025-03-18 00:28
Žale II.,Prosto,53,80,2025-03-18 00:28
Žale III.,Prosto,53,83,2025-03-18 00:28
Žale IV.,Prosto,78,78,2025-03-18 00:28
Žale V.,Prosto,285,100,2025-03-18 00:28
P+R Ježica,Odprto,,,2025-03-18 00:28
P+R Stanežiče,Odprto,,,2025-03-18 00:28
ŠRC Stožice,Prosto,/,509,2025-03-18 00:28
Tacen,Prosto,/,/,2025-03-18 00:28
Bratislavska,Prosto,/,/,2025-03-18 00:28
BS4,Prosto,56,100,2025-03-18 00:28
PH Rog,Prosto,20,80,2025-03-18 00:28
P+R Letališka,Odprto,,,2025-03-18 00:28
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 00:28
Bežigrad,Prosto,40,64,2025-03-18 00:42
Dolenjska cesta (Strelišče),Prosto,75,67,2025-03-18 00:42
Gosarjeva ulica,Prosto,40,190,2025-03-18 00:42
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 00:42
Komanova ulica,Zasedeno,/,55,2025-03-18 00:42
PH Kongresni trg,Prosto,269,720,2025-03-18 00:42
Kozolec,Prosto,160,394,2025-03-18 00:42
Kranjčeva ulica,Prosto,111,117,2025-03-18 00:42
Linhartova,Prosto,114,50,2025-03-18 00:42
Metelkova ulica,Prosto,37,89,2025-03-18 00:42
Mirje,Prosto,89,107,2025-03-18 00:42
P+R Barje,Odprto,,,2025-03-18 00:42
P+R Dolgi Most,Odprto,,,2025-03-18 00:42
P+R Studenec,Odprto,,,2025-03-18 00:42
PH Kolezija,Prosto,72,80,2025-03-18 00:42
Pokopališče Polje,Prosto,37,39,2025-03-18 00:42
Povšetova ulica,Prosto,61,81,2025-03-18 00:42
Sanatorij Emona,Prosto,19,25,2025-03-18 00:42
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 00:42
Tivoli I.,Prosto,332,351,2025-03-18 00:42
Tivoli II.,Prosto,177,159,2025-03-18 00:42
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 00:42
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 00:42
Štembalova ulica,Zasedeno,/,155,2025-03-18 00:42
Žale I.,Prosto,76,125,2025-03-18 00:42
Žale II.,Prosto,53,80,2025-03-18 00:42
Žale III.,Prosto,53,83,2025-03-18 00:42
Žale IV.,Prosto,78,78,2025-03-18 00:42
Žale V.,Prosto,285,100,2025-03-18 00:42
P+R Ježica,Odprto,,,2025-03-18 00:42
P+R Stanežiče,Odprto,,,2025-03-18 00:42
ŠRC Stožice,Prosto,/,509,2025-03-18 00:42
Tacen,Prosto,/,/,2025-03-18 00:42
Bratislavska,Prosto,/,/,2025-03-18 00:42
BS4,Prosto,56,100,2025-03-18 00:42
PH Rog,Prosto,20,80,2025-03-18 00:42
P+R Letališka,Odprto,,,2025-03-18 00:42
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 00:42
Bežigrad,Prosto,40,64,2025-03-18 00:58
Dolenjska cesta (Strelišče),Prosto,75,67,2025-03-18 00:58
Gosarjeva ulica,Prosto,40,190,2025-03-18 00:58
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 00:58
Komanova ulica,Zasedeno,/,55,2025-03-18 00:58
PH Kongresni trg,Prosto,269,720,2025-03-18 00:58
Kozolec,Prosto,160,394,2025-03-18 00:58
Kranjčeva ulica,Prosto,111,117,2025-03-18 00:58
Linhartova,Prosto,114,50,2025-03-18 00:58
Metelkova ulica,Prosto,37,89,2025-03-18 00:58
Mirje,Prosto,89,107,2025-03-18 00:58
P+R Barje,Odprto,,,2025-03-18 00:58
P+R Dolgi Most,Odprto,,,2025-03-18 00:58
P+R Studenec,Odprto,,,2025-03-18 00:58
PH Kolezija,Prosto,72,80,2025-03-18 00:58
Pokopališče Polje,Prosto,37,39,2025-03-18 00:58
Povšetova ulica,Prosto,61,81,2025-03-18 00:58
Sanatorij Emona,Prosto,18,25,2025-03-18 00:58
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 00:58
Tivoli I.,Prosto,332,351,2025-03-18 00:58
Tivoli II.,Prosto,177,159,2025-03-18 00:58
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 00:58
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 00:58
Štembalova ulica,Zasedeno,/,155,2025-03-18 00:58
Žale I.,Prosto,76,125,2025-03-18 00:58
Žale II.,Prosto,54,80,2025-03-18 00:58
Žale III.,Prosto,53,83,2025-03-18 00:58
Žale IV.,Prosto,78,78,2025-03-18 00:58
Žale V.,Prosto,285,100,2025-03-18 00:58
P+R Ježica,Odprto,,,2025-03-18 00:58
P+R Stanežiče,Odprto,,,2025-03-18 00:58
ŠRC Stožice,Prosto,/,509,2025-03-18 00:58
Tacen,Prosto,/,/,2025-03-18 00:58
Bratislavska,Prosto,/,/,2025-03-18 00:58
BS4,Prosto,56,100,2025-03-18 00:58
PH Rog,Prosto,20,80,2025-03-18 00:58
P+R Letališka,Odprto,,,2025-03-18 00:58
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 00:58
Bežigrad,Prosto,40,64,2025-03-18 01:12
Dolenjska cesta (Strelišče),Prosto,76,67,2025-03-18 01:12
Gosarjeva ulica,Prosto,40,190,2025-03-18 01:12
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 01:12
Komanova ulica,Zasedeno,/,55,2025-03-18 01:12
PH Kongresni trg,Prosto,270,720,2025-03-18 01:12
Kozolec,Prosto,160,394,2025-03-18 01:12
Kranjčeva ulica,Prosto,111,117,2025-03-18 01:12
Linhartova,Prosto,114,50,2025-03-18 01:12
Metelkova ulica,Prosto,38,89,2025-03-18 01:12
Mirje,Prosto,89,107,2025-03-18 01:12
P+R Barje,Odprto,,,2025-03-18 01:12
P+R Dolgi Most,Odprto,,,2025-03-18 01:12
P+R Studenec,Odprto,,,2025-03-18 01:12
PH Kolezija,Prosto,72,80,2025-03-18 01:12
Pokopališče Polje,Prosto,37,39,2025-03-18 01:12
Povšetova ulica,Prosto,61,81,2025-03-18 01:12
Sanatorij Emona,Prosto,18,25,2025-03-18 01:12
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 01:12
Tivoli I.,Prosto,332,351,2025-03-18 01:12
Tivoli II.,Prosto,177,159,2025-03-18 01:12
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 01:12
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 01:12
Štembalova ulica,Zasedeno,/,155,2025-03-18 01:12
Žale I.,Prosto,76,125,2025-03-18 01:12
Žale II.,Prosto,54,80,2025-03-18 01:12
Žale III.,Prosto,53,83,2025-03-18 01:12
Žale IV.,Prosto,78,78,2025-03-18 01:12
Žale V.,Prosto,285,100,2025-03-18 01:12
P+R Ježica,Odprto,,,2025-03-18 01:12
P+R Stanežiče,Odprto,,,2025-03-18 01:12
ŠRC Stožice,Prosto,/,509,2025-03-18 01:12
Tacen,Prosto,/,/,2025-03-18 01:12
Bratislavska,Prosto,/,/,2025-03-18 01:12
BS4,Prosto,56,100,2025-03-18 01:12
PH Rog,Prosto,20,80,2025-03-18 01:12
P+R Letališka,Odprto,,,2025-03-18 01:12
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 01:12
Bežigrad,Prosto,40,64,2025-03-18 01:28
Dolenjska cesta (Strelišče),Prosto,76,67,2025-03-18 01:28
Gosarjeva ulica,Prosto,40,190,2025-03-18 01:28
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 01:28
Komanova ulica,Zasedeno,/,55,2025-03-18 01:28
PH Kongresni trg,Prosto,270,720,2025-03-18 01:28
Kozolec,Prosto,160,394,2025-03-18 01:28
Kranjčeva ulica,Prosto,111,117,2025-03-18 01:28
Linhartova,Prosto,114,50,2025-03-18 01:28
Metelkova ulica,Prosto,38,89,2025-03-18 01:28
Mirje,Prosto,89,107,2025-03-18 01:28
P+R Barje,Odprto,,,2025-03-18 01:28
P+R Dolgi Most,Odprto,,,2025-03-18 01:28
P+R Studenec,Odprto,,,2025-03-18 01:28
PH Kolezija,Prosto,72,80,2025-03-18 01:28
Pokopališče Polje,Prosto,37,39,2025-03-18 01:28
Povšetova ulica,Prosto,61,81,2025-03-18 01:28
Sanatorij Emona,Prosto,19,25,2025-03-18 01:28
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 01:28
Tivoli I.,Prosto,332,351,2025-03-18 01:28
Tivoli II.,Prosto,177,159,2025-03-18 01:28
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 01:28
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 01:28
Štembalova ulica,Zasedeno,/,155,2025-03-18 01:28
Žale I.,Prosto,76,125,2025-03-18 01:28
Žale II.,Prosto,54,80,2025-03-18 01:28
Žale III.,Prosto,53,83,2025-03-18 01:28
Žale IV.,Prosto,78,78,2025-03-18 01:28
Žale V.,Prosto,285,100,2025-03-18 01:28
P+R Ježica,Odprto,,,2025-03-18 01:28
P+R Stanežiče,Odprto,,,2025-03-18 01:28
ŠRC Stožice,Prosto,/,509,2025-03-18 01:28
Tacen,Prosto,/,/,2025-03-18 01:28
Bratislavska,Prosto,/,/,2025-03-18 01:28
BS4,Prosto,56,100,2025-03-18 01:28
PH Rog,Prosto,20,80,2025-03-18 01:28
P+R Letališka,Odprto,,,2025-03-18 01:28
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 01:28
Bežigrad,Prosto,40,64,2025-03-18 01:42
Dolenjska cesta (Strelišče),Prosto,76,67,2025-03-18 01:42
Gosarjeva ulica,Prosto,40,190,2025-03-18 01:42
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 01:42
Komanova ulica,Zasedeno,/,55,2025-03-18 01:42
PH Kongresni trg,Prosto,270,720,2025-03-18 01:42
Kozolec,Prosto,160,394,2025-03-18 01:42
Kranjčeva ulica,Prosto,111,117,2025-03-18 01:42
Linhartova,Prosto,114,50,2025-03-18 01:42
Metelkova ulica,Prosto,37,89,2025-03-18 01:42
Mirje,Prosto,89,107,2025-03-18 01:42
P+R Barje,Odprto,,,2025-03-18 01:42
P+R Dolgi Most,Odprto,,,2025-03-18 01:42
P+R Studenec,Odprto,,,2025-03-18 01:42
PH Kolezija,Prosto,72,80,2025-03-18 01:42
Pokopališče Polje,Prosto,37,39,2025-03-18 01:42
Povšetova ulica,Prosto,61,81,2025-03-18 01:42
Sanatorij Emona,Prosto,19,25,2025-03-18 01:42
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 01:42
Tivoli I.,Prosto,332,351,2025-03-18 01:42
Tivoli II.,Prosto,177,159,2025-03-18 01:42
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 01:42
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 01:42
Štembalova ulica,Zasedeno,/,155,2025-03-18 01:42
Žale I.,Prosto,76,125,2025-03-18 01:42
Žale II.,Prosto,54,80,2025-03-18 01:42
Žale III.,Prosto,53,83,2025-03-18 01:42
Žale IV.,Prosto,78,78,2025-03-18 01:42
Žale V.,Prosto,285,100,2025-03-18 01:42
P+R Ježica,Odprto,,,2025-03-18 01:42
P+R Stanežiče,Odprto,,,2025-03-18 01:42
ŠRC Stožice,Prosto,/,509,2025-03-18 01:42
Tacen,Prosto,/,/,2025-03-18 01:42
Bratislavska,Prosto,/,/,2025-03-18 01:42
BS4,Prosto,56,100,2025-03-18 01:42
PH Rog,Prosto,20,80,2025-03-18 01:42
P+R Letališka,Odprto,,,2025-03-18 01:42
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 01:42
Bežigrad,Prosto,40,64,2025-03-18 01:58
Dolenjska cesta (Strelišče),Prosto,76,67,2025-03-18 01:58
Gosarjeva ulica,Prosto,40,190,2025-03-18 01:58
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 01:58
Komanova ulica,Zasedeno,/,55,2025-03-18 01:58
PH Kongresni trg,Prosto,270,720,2025-03-18 01:58
Kozolec,Prosto,160,394,2025-03-18 01:58
Kranjčeva ulica,Prosto,111,117,2025-03-18 01:58
Linhartova,Prosto,114,50,2025-03-18 01:58
Metelkova ulica,Prosto,37,89,2025-03-18 01:58
Mirje,Prosto,89,107,2025-03-18 01:58
P+R Barje,Odprto,,,2025-03-18 01:58
P+R Dolgi Most,Odprto,,,2025-03-18 01:58
P+R Studenec,Odprto,,,2025-03-18 01:58
PH Kolezija,Prosto,72,80,2025-03-18 01:58
Pokopališče Polje,Prosto,37,39,2025-03-18 01:58
Povšetova ulica,Prosto,61,81,2025-03-18 01:58
Sanatorij Emona,Prosto,19,25,2025-03-18 01:58
Slovenčeva ulica,Zasedeno,0,128,2025-03-18 01:58
Tivoli I.,Prosto,332,351,2025-03-18 01:58
Tivoli II.,Prosto,177,159,2025-03-18 01:58
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-18 01:58
Trg prekomorskih brigad,Prosto,44,61,2025-03-18 01:58
Štembalova ulica,Zasedeno,/,155,2025-03-18 01:58
Žale I.,Prosto,76,125,2025-03-18 01:58
Žale II.,Prosto,54,80,2025-03-18 01:58
Žale III.,Prosto,53,83,2025-03-18 01:58
Žale IV.,Prosto,78,78,2025-03-18 01:58
Žale V.,Prosto,285,100,2025-03-18 01:58
P+R Ježica,Odprto,,,2025-03-18 01:58
P+R Stanežiče,Odprto,,,2025-03-18 01:58
ŠRC Stožice,Prosto,/,509,2025-03-18 01:58
Tacen,Prosto,/,/,2025-03-18 01:58
Bratislavska,Prosto,/,/,2025-03-18 01:58
BS4,Prosto,56,100,2025-03-18 01:58
PH Rog,Prosto,20,80,2025-03-18 01:58
P+R Letališka,Odprto,,,2025-03-18 01:58
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-18 01:58
Bežigrad,Prosto,40,64,2025-03-18 02:12
Dolenjska cesta (Strelišče),Prosto,76,67,2025-03-18 02:12
Gosarjeva ulica,Prosto,40,190,2025-03-18 02:12
Gospodarsko razstavišče,Prosto,455,400,2025-03-18 02:12
Komanova ulica,Zasedeno,/,55,2025-03-18 02:12
PH Kongresni trg,Prosto,271,720,2025-03-18 02:12
Kozolec,Prosto,160,394,2025-03-18 02:12
Kranjčeva ulica,Prosto,111,117,2025-03-18 02:12
Linhartova,Prosto,114,50,2025-03-18 02:12
Metelkova ulica,Prosto,37,89,2025-03-18 02:12
Mirje,Prosto,89,107,2025-03-18 02:12
