Location,Status,Prosto,Na voljo,Datum
Kozolec,Skoraj polno,5,394,2025-04-15 10:14
Kranjčeva ulica,Prosto,36,117,2025-04-15 10:14
Linhartova,Zasedeno,0,50,2025-04-15 10:14
Metelkova ulica,Skoraj polno,1,89,2025-04-15 10:14
Mirje,Zasedeno,0,107,2025-04-15 10:14
P+R Barje,Odprto,,,2025-04-15 10:14
P+R Dolgi Most,Odprto,,,2025-04-15 10:14
P+R Studenec,Odprto,,,2025-04-15 10:14
PH Kolezija,Prosto,47,80,2025-04-15 10:14
Pokopališče Polje,Prosto,33,39,2025-04-15 10:14
Povšetova ulica,Skoraj polno,1,81,2025-04-15 10:14
Sanatorij Emona,Zasedeno,0,25,2025-04-15 10:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 10:14
Tivoli I.,Prosto,77,351,2025-04-15 10:14
Tivoli II.,Prosto,58,159,2025-04-15 10:14
Trg mladinskih delovnih brigad,Skoraj polno,3,26,2025-04-15 10:14
Trg prekomorskih brigad,Skoraj polno,3,61,2025-04-15 10:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 10:14
Žale I.,Prosto,66,125,2025-04-15 10:14
Žale II.,Prosto,40,80,2025-04-15 10:14
Žale III.,Skoraj polno,2,83,2025-04-15 10:14
Žale IV.,Skoraj polno,13,78,2025-04-15 10:14
Žale V.,Prosto,232,100,2025-04-15 10:14
P+R Ježica,Odprto,,,2025-04-15 10:14
P+R Stanežiče,Odprto,,,2025-04-15 10:14
ŠRC Stožice,Prosto,/,509,2025-04-15 10:14
Tacen,Prosto,/,/,2025-04-15 10:14
Bratislavska,Prosto,/,/,2025-04-15 10:14
BS4,Prosto,43,100,2025-04-15 10:14
PH Rog,Zasedeno,0,80,2025-04-15 10:14
P+R Letališka,Odprto,,,2025-04-15 10:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 10:14
Bežigrad,Skoraj polno,7,64,2025-04-15 10:30
Dolenjska cesta (Strelišče),Prosto,62,67,2025-04-15 10:30
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 10:30
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 10:30
Komanova ulica,Zasedeno,/,55,2025-04-15 10:30
PH Kongresni trg,Skoraj polno,65,720,2025-04-15 10:30
Kozolec,Zasedeno,0,394,2025-04-15 10:30
Kranjčeva ulica,Prosto,34,117,2025-04-15 10:30
Linhartova,Skoraj polno,1,50,2025-04-15 10:30
Metelkova ulica,Zasedeno,0,89,2025-04-15 10:30
Mirje,Zasedeno,0,107,2025-04-15 10:30
P+R Barje,Odprto,,,2025-04-15 10:30
P+R Dolgi Most,Odprto,,,2025-04-15 10:30
P+R Studenec,Odprto,,,2025-04-15 10:30
PH Kolezija,Prosto,46,80,2025-04-15 10:30
Pokopališče Polje,Prosto,33,39,2025-04-15 10:30
Povšetova ulica,Zasedeno,0,81,2025-04-15 10:30
Sanatorij Emona,Skoraj polno,1,25,2025-04-15 10:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 10:30
Tivoli I.,Prosto,75,351,2025-04-15 10:30
Tivoli II.,Prosto,51,159,2025-04-15 10:30
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 10:30
Trg prekomorskih brigad,Zasedeno,0,61,2025-04-15 10:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 10:30
Žale I.,Prosto,68,125,2025-04-15 10:30
Žale II.,Prosto,42,80,2025-04-15 10:30
Žale III.,Skoraj polno,2,83,2025-04-15 10:30
Žale IV.,Prosto,17,78,2025-04-15 10:30
Žale V.,Prosto,233,100,2025-04-15 10:30
P+R Ježica,Odprto,,,2025-04-15 10:30
P+R Stanežiče,Odprto,,,2025-04-15 10:30
ŠRC Stožice,Prosto,/,509,2025-04-15 10:30
Tacen,Prosto,/,/,2025-04-15 10:30
Bratislavska,Prosto,/,/,2025-04-15 10:30
BS4,Prosto,39,100,2025-04-15 10:30
PH Rog,Zasedeno,0,80,2025-04-15 10:30
P+R Letališka,Odprto,,,2025-04-15 10:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 10:30
Bežigrad,Skoraj polno,9,64,2025-04-15 10:44
Dolenjska cesta (Strelišče),Prosto,61,67,2025-04-15 10:44
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 10:44
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 10:44
Komanova ulica,Zasedeno,/,55,2025-04-15 10:44
PH Kongresni trg,Skoraj polno,63,720,2025-04-15 10:44
Kozolec,Skoraj polno,1,394,2025-04-15 10:44
Kranjčeva ulica,Prosto,35,117,2025-04-15 10:44
Linhartova,Zasedeno,0,50,2025-04-15 10:44
Metelkova ulica,Zasedeno,0,89,2025-04-15 10:44
Mirje,Zasedeno,0,107,2025-04-15 10:44
P+R Barje,Odprto,,,2025-04-15 10:44
P+R Dolgi Most,Odprto,,,2025-04-15 10:44
P+R Studenec,Odprto,,,2025-04-15 10:44
PH Kolezija,Prosto,44,80,2025-04-15 10:44
Pokopališče Polje,Prosto,30,39,2025-04-15 10:44
Povšetova ulica,Skoraj polno,6,81,2025-04-15 10:44
Sanatorij Emona,Zasedeno,0,25,2025-04-15 10:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 10:44
Tivoli I.,Skoraj polno,70,351,2025-04-15 10:44
Tivoli II.,Prosto,46,159,2025-04-15 10:44
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 10:44
Trg prekomorskih brigad,Zasedeno,0,61,2025-04-15 10:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 10:44
Žale I.,Prosto,68,125,2025-04-15 10:44
Žale II.,Prosto,36,80,2025-04-15 10:44
Žale III.,Zasedeno,0,83,2025-04-15 10:44
Žale IV.,Prosto,16,78,2025-04-15 10:44
Žale V.,Prosto,226,100,2025-04-15 10:44
P+R Ježica,Odprto,,,2025-04-15 10:44
P+R Stanežiče,Odprto,,,2025-04-15 10:44
ŠRC Stožice,Prosto,/,509,2025-04-15 10:44
Tacen,Prosto,/,/,2025-04-15 10:44
Bratislavska,Prosto,/,/,2025-04-15 10:44
BS4,Prosto,40,100,2025-04-15 10:44
PH Rog,Zasedeno,0,80,2025-04-15 10:44
P+R Letališka,Odprto,,,2025-04-15 10:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 10:44
Bežigrad,Skoraj polno,7,64,2025-04-15 11:00
Dolenjska cesta (Strelišče),Prosto,64,67,2025-04-15 11:00
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 11:00
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 11:00
Komanova ulica,Zasedeno,/,55,2025-04-15 11:00
PH Kongresni trg,Skoraj polno,44,720,2025-04-15 11:00
Kozolec,Zasedeno,0,394,2025-04-15 11:00
Kranjčeva ulica,Prosto,33,117,2025-04-15 11:00
Linhartova,Zasedeno,0,50,2025-04-15 11:00
Metelkova ulica,Zasedeno,0,89,2025-04-15 11:00
Mirje,Zasedeno,0,107,2025-04-15 11:00
P+R Barje,Odprto,,,2025-04-15 11:00
P+R Dolgi Most,Odprto,,,2025-04-15 11:00
P+R Studenec,Odprto,,,2025-04-15 11:00
PH Kolezija,Prosto,43,80,2025-04-15 11:00
Pokopališče Polje,Prosto,33,39,2025-04-15 11:00
Povšetova ulica,Zasedeno,0,81,2025-04-15 11:00
Sanatorij Emona,Zasedeno,0,25,2025-04-15 11:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 11:00
Tivoli I.,Skoraj polno,63,351,2025-04-15 11:00
Tivoli II.,Prosto,46,159,2025-04-15 11:00
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 11:00
Trg prekomorskih brigad,Zasedeno,0,61,2025-04-15 11:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 11:00
Žale I.,Prosto,67,125,2025-04-15 11:00
Žale II.,Prosto,36,80,2025-04-15 11:00
Žale III.,Skoraj polno,2,83,2025-04-15 11:00
Žale IV.,Prosto,16,78,2025-04-15 11:00
Žale V.,Prosto,212,100,2025-04-15 11:00
P+R Ježica,Odprto,,,2025-04-15 11:00
P+R Stanežiče,Odprto,,,2025-04-15 11:00
ŠRC Stožice,Prosto,/,509,2025-04-15 11:00
Tacen,Prosto,/,/,2025-04-15 11:00
Bratislavska,Prosto,/,/,2025-04-15 11:00
BS4,Prosto,33,100,2025-04-15 11:00
PH Rog,Skoraj polno,1,80,2025-04-15 11:00
P+R Letališka,Odprto,,,2025-04-15 11:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 11:00
Bežigrad,Skoraj polno,9,64,2025-04-15 11:14
Dolenjska cesta (Strelišče),Prosto,64,67,2025-04-15 11:14
Gosarjeva ulica,Skoraj polno,1,190,2025-04-15 11:14
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 11:14
Komanova ulica,Zasedeno,/,55,2025-04-15 11:14
PH Kongresni trg,Skoraj polno,29,720,2025-04-15 11:14
Kozolec,Skoraj polno,2,394,2025-04-15 11:14
Kranjčeva ulica,Prosto,31,117,2025-04-15 11:14
Linhartova,Zasedeno,0,50,2025-04-15 11:14
Metelkova ulica,Zasedeno,0,89,2025-04-15 11:14
Mirje,Zasedeno,0,107,2025-04-15 11:14
P+R Barje,Odprto,,,2025-04-15 11:14
P+R Dolgi Most,Odprto,,,2025-04-15 11:14
P+R Studenec,Odprto,,,2025-04-15 11:14
PH Kolezija,Prosto,40,80,2025-04-15 11:14
Pokopališče Polje,Prosto,34,39,2025-04-15 11:14
Povšetova ulica,Zasedeno,0,81,2025-04-15 11:14
Sanatorij Emona,Zasedeno,0,25,2025-04-15 11:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 11:14
Tivoli I.,Skoraj polno,61,351,2025-04-15 11:14
Tivoli II.,Prosto,46,159,2025-04-15 11:14
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 11:14
Trg prekomorskih brigad,Zasedeno,0,61,2025-04-15 11:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 11:14
Žale I.,Prosto,68,125,2025-04-15 11:14
Žale II.,Prosto,36,80,2025-04-15 11:14
Žale III.,Skoraj polno,6,83,2025-04-15 11:14
Žale IV.,Prosto,18,78,2025-04-15 11:14
Žale V.,Prosto,217,100,2025-04-15 11:14
P+R Ježica,Odprto,,,2025-04-15 11:14
P+R Stanežiče,Odprto,,,2025-04-15 11:14
ŠRC Stožice,Prosto,/,509,2025-04-15 11:14
Tacen,Prosto,/,/,2025-04-15 11:14
Bratislavska,Prosto,/,/,2025-04-15 11:14
BS4,Prosto,33,100,2025-04-15 11:14
PH Rog,Skoraj polno,1,80,2025-04-15 11:14
P+R Letališka,Odprto,,,2025-04-15 11:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 11:14
Bežigrad,Skoraj polno,6,64,2025-04-15 11:30
Dolenjska cesta (Strelišče),Prosto,61,67,2025-04-15 11:30
Gosarjeva ulica,Skoraj polno,1,190,2025-04-15 11:30
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 11:30
Komanova ulica,Zasedeno,/,55,2025-04-15 11:30
PH Kongresni trg,Skoraj polno,24,720,2025-04-15 11:30
Kozolec,Zasedeno,0,394,2025-04-15 11:30
Kranjčeva ulica,Prosto,33,117,2025-04-15 11:30
Linhartova,Zasedeno,0,50,2025-04-15 11:30
Metelkova ulica,Zasedeno,0,89,2025-04-15 11:30
Mirje,Zasedeno,0,107,2025-04-15 11:30
P+R Barje,Odprto,,,2025-04-15 11:30
P+R Dolgi Most,Odprto,,,2025-04-15 11:30
P+R Studenec,Odprto,,,2025-04-15 11:30
PH Kolezija,Prosto,39,80,2025-04-15 11:30
Pokopališče Polje,Prosto,32,39,2025-04-15 11:30
Povšetova ulica,Skoraj polno,7,81,2025-04-15 11:30
Sanatorij Emona,Zasedeno,0,25,2025-04-15 11:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 11:30
Tivoli I.,Skoraj polno,57,351,2025-04-15 11:30
Tivoli II.,Prosto,47,159,2025-04-15 11:30
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 11:30
Trg prekomorskih brigad,Skoraj polno,2,61,2025-04-15 11:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 11:30
Žale I.,Prosto,70,125,2025-04-15 11:30
Žale II.,Prosto,38,80,2025-04-15 11:30
Žale III.,Skoraj polno,4,83,2025-04-15 11:30
Žale IV.,Prosto,20,78,2025-04-15 11:30
Žale V.,Prosto,211,100,2025-04-15 11:30
P+R Ježica,Odprto,,,2025-04-15 11:30
P+R Stanežiče,Odprto,,,2025-04-15 11:30
ŠRC Stožice,Prosto,/,509,2025-04-15 11:30
Tacen,Prosto,/,/,2025-04-15 11:30
Bratislavska,Prosto,/,/,2025-04-15 11:30
BS4,Prosto,33,100,2025-04-15 11:30
PH Rog,Zasedeno,0,80,2025-04-15 11:30
P+R Letališka,Odprto,,,2025-04-15 11:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 11:30
Bežigrad,Skoraj polno,4,64,2025-04-15 11:44
Dolenjska cesta (Strelišče),Prosto,62,67,2025-04-15 11:44
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 11:44
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 11:44
Komanova ulica,Zasedeno,/,55,2025-04-15 11:44
PH Kongresni trg,Skoraj polno,17,720,2025-04-15 11:44
Kozolec,Skoraj polno,2,394,2025-04-15 11:44
Kranjčeva ulica,Prosto,36,117,2025-04-15 11:44
Linhartova,Skoraj polno,1,50,2025-04-15 11:44
Metelkova ulica,Zasedeno,0,89,2025-04-15 11:44
Mirje,Zasedeno,0,107,2025-04-15 11:44
P+R Barje,Odprto,,,2025-04-15 11:44
P+R Dolgi Most,Odprto,,,2025-04-15 11:44
P+R Studenec,Odprto,,,2025-04-15 11:44
PH Kolezija,Prosto,39,80,2025-04-15 11:44
Pokopališče Polje,Prosto,32,39,2025-04-15 11:44
Povšetova ulica,Skoraj polno,3,81,2025-04-15 11:44
Sanatorij Emona,Zasedeno,0,25,2025-04-15 11:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 11:44
Tivoli I.,Skoraj polno,54,351,2025-04-15 11:44
Tivoli II.,Prosto,44,159,2025-04-15 11:44
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 11:44
Trg prekomorskih brigad,Skoraj polno,4,61,2025-04-15 11:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 11:44
Žale I.,Prosto,68,125,2025-04-15 11:44
Žale II.,Prosto,37,80,2025-04-15 11:44
Žale III.,Skoraj polno,3,83,2025-04-15 11:44
Žale IV.,Prosto,20,78,2025-04-15 11:44
Žale V.,Prosto,215,100,2025-04-15 11:44
P+R Ježica,Odprto,,,2025-04-15 11:44
P+R Stanežiče,Odprto,,,2025-04-15 11:44
ŠRC Stožice,Prosto,/,509,2025-04-15 11:44
Tacen,Prosto,/,/,2025-04-15 11:44
Bratislavska,Prosto,/,/,2025-04-15 11:44
BS4,Prosto,29,100,2025-04-15 11:44
PH Rog,Zasedeno,0,80,2025-04-15 11:44
P+R Letališka,Odprto,,,2025-04-15 11:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 11:44
Bežigrad,Skoraj polno,3,64,2025-04-15 12:00
Dolenjska cesta (Strelišče),Prosto,59,67,2025-04-15 12:00
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 12:00
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 12:00
Komanova ulica,Zasedeno,/,55,2025-04-15 12:00
PH Kongresni trg,Zasedeno,0,720,2025-04-15 12:00
Kozolec,Skoraj polno,43,394,2025-04-15 12:00
Kranjčeva ulica,Prosto,36,117,2025-04-15 12:00
Linhartova,Skoraj polno,2,50,2025-04-15 12:00
Metelkova ulica,Skoraj polno,1,89,2025-04-15 12:00
Mirje,Skoraj polno,1,107,2025-04-15 12:00
P+R Barje,Odprto,,,2025-04-15 12:00
P+R Dolgi Most,Odprto,,,2025-04-15 12:00
P+R Studenec,Odprto,,,2025-04-15 12:00
PH Kolezija,Prosto,43,80,2025-04-15 12:00
Pokopališče Polje,Prosto,31,39,2025-04-15 12:00
Povšetova ulica,Skoraj polno,1,81,2025-04-15 12:00
Sanatorij Emona,Zasedeno,0,25,2025-04-15 12:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 12:00
Tivoli I.,Skoraj polno,55,351,2025-04-15 12:00
Tivoli II.,Prosto,51,159,2025-04-15 12:00
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-15 12:00
Trg prekomorskih brigad,Skoraj polno,8,61,2025-04-15 12:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 12:00
Žale I.,Prosto,68,125,2025-04-15 12:00
Žale II.,Prosto,37,80,2025-04-15 12:00
Žale III.,Skoraj polno,4,83,2025-04-15 12:00
Žale IV.,Prosto,22,78,2025-04-15 12:00
Žale V.,Prosto,221,100,2025-04-15 12:00
P+R Ježica,Odprto,,,2025-04-15 12:00
P+R Stanežiče,Odprto,,,2025-04-15 12:00
ŠRC Stožice,Prosto,/,509,2025-04-15 12:00
Tacen,Prosto,/,/,2025-04-15 12:00
Bratislavska,Prosto,/,/,2025-04-15 12:00
BS4,Prosto,34,100,2025-04-15 12:00
PH Rog,Zasedeno,0,80,2025-04-15 12:00
P+R Letališka,Odprto,,,2025-04-15 12:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 12:00
Bežigrad,Skoraj polno,3,64,2025-04-15 12:14
Dolenjska cesta (Strelišče),Prosto,61,67,2025-04-15 12:14
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 12:14
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 12:14
Komanova ulica,Zasedeno,/,55,2025-04-15 12:14
PH Kongresni trg,Zasedeno,0,720,2025-04-15 12:14
Kozolec,Skoraj polno,43,394,2025-04-15 12:14
Kranjčeva ulica,Prosto,35,117,2025-04-15 12:14
Linhartova,Skoraj polno,2,50,2025-04-15 12:14
Metelkova ulica,Zasedeno,0,89,2025-04-15 12:14
Mirje,Zasedeno,0,107,2025-04-15 12:14
P+R Barje,Odprto,,,2025-04-15 12:14
P+R Dolgi Most,Odprto,,,2025-04-15 12:14
P+R Studenec,Odprto,,,2025-04-15 12:14
PH Kolezija,Prosto,44,80,2025-04-15 12:14
Pokopališče Polje,Prosto,31,39,2025-04-15 12:14
Povšetova ulica,Skoraj polno,9,81,2025-04-15 12:14
Sanatorij Emona,Skoraj polno,1,25,2025-04-15 12:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 12:14
Tivoli I.,Skoraj polno,49,351,2025-04-15 12:14
Tivoli II.,Prosto,59,159,2025-04-15 12:14
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 12:14
Trg prekomorskih brigad,Skoraj polno,11,61,2025-04-15 12:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 12:14
Žale I.,Prosto,70,125,2025-04-15 12:14
Žale II.,Prosto,34,80,2025-04-15 12:14
Žale III.,Skoraj polno,9,83,2025-04-15 12:14
Žale IV.,Prosto,27,78,2025-04-15 12:14
Žale V.,Prosto,229,100,2025-04-15 12:14
P+R Ježica,Odprto,,,2025-04-15 12:14
P+R Stanežiče,Odprto,,,2025-04-15 12:14
ŠRC Stožice,Prosto,/,509,2025-04-15 12:14
Tacen,Prosto,/,/,2025-04-15 12:14
Bratislavska,Prosto,/,/,2025-04-15 12:14
BS4,Prosto,35,100,2025-04-15 12:14
PH Rog,Skoraj polno,1,80,2025-04-15 12:14
P+R Letališka,Odprto,,,2025-04-15 12:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 12:14
Bežigrad,Skoraj polno,1,64,2025-04-15 12:30
Dolenjska cesta (Strelišče),Prosto,61,67,2025-04-15 12:30
Gosarjeva ulica,Skoraj polno,2,190,2025-04-15 12:30
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 12:30
Komanova ulica,Zasedeno,/,55,2025-04-15 12:30
PH Kongresni trg,Skoraj polno,9,720,2025-04-15 12:30
Kozolec,Skoraj polno,39,394,2025-04-15 12:30
Kranjčeva ulica,Prosto,36,117,2025-04-15 12:30
Linhartova,Zasedeno,0,50,2025-04-15 12:30
Metelkova ulica,Zasedeno,0,89,2025-04-15 12:30
Mirje,Zasedeno,0,107,2025-04-15 12:30
P+R Barje,Odprto,,,2025-04-15 12:30
P+R Dolgi Most,Odprto,,,2025-04-15 12:30
P+R Studenec,Odprto,,,2025-04-15 12:30
PH Kolezija,Prosto,43,80,2025-04-15 12:30
Pokopališče Polje,Prosto,29,39,2025-04-15 12:30
Povšetova ulica,Skoraj polno,9,81,2025-04-15 12:30
Sanatorij Emona,Zasedeno,0,25,2025-04-15 12:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 12:30
Tivoli I.,Skoraj polno,52,351,2025-04-15 12:30
Tivoli II.,Prosto,66,159,2025-04-15 12:30
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 12:30
Trg prekomorskih brigad,Skoraj polno,10,61,2025-04-15 12:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 12:30
Žale I.,Prosto,67,125,2025-04-15 12:30
Žale II.,Prosto,37,80,2025-04-15 12:30
Žale III.,Skoraj polno,10,83,2025-04-15 12:30
Žale IV.,Prosto,27,78,2025-04-15 12:30
Žale V.,Prosto,228,100,2025-04-15 12:30
P+R Ježica,Odprto,,,2025-04-15 12:30
P+R Stanežiče,Odprto,,,2025-04-15 12:30
ŠRC Stožice,Prosto,/,509,2025-04-15 12:30
Tacen,Prosto,/,/,2025-04-15 12:30
Bratislavska,Prosto,/,/,2025-04-15 12:30
BS4,Prosto,35,100,2025-04-15 12:30
PH Rog,Zasedeno,0,80,2025-04-15 12:30
P+R Letališka,Odprto,,,2025-04-15 12:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 12:30
Bežigrad,Skoraj polno,5,64,2025-04-15 12:44
Dolenjska cesta (Strelišče),Prosto,59,67,2025-04-15 12:44
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 12:44
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 12:44
Komanova ulica,Zasedeno,/,55,2025-04-15 12:44
PH Kongresni trg,Skoraj polno,10,720,2025-04-15 12:44
Kozolec,Skoraj polno,35,394,2025-04-15 12:44
Kranjčeva ulica,Prosto,37,117,2025-04-15 12:44
Linhartova,Skoraj polno,1,50,2025-04-15 12:44
Metelkova ulica,Skoraj polno,4,89,2025-04-15 12:44
Mirje,Zasedeno,0,107,2025-04-15 12:44
P+R Barje,Odprto,,,2025-04-15 12:44
P+R Dolgi Most,Odprto,,,2025-04-15 12:44
P+R Studenec,Odprto,,,2025-04-15 12:44
PH Kolezija,Prosto,44,80,2025-04-15 12:44
Pokopališče Polje,Prosto,27,39,2025-04-15 12:44
Povšetova ulica,Skoraj polno,12,81,2025-04-15 12:44
Sanatorij Emona,Zasedeno,0,25,2025-04-15 12:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 12:44
Tivoli I.,Skoraj polno,52,351,2025-04-15 12:44
Tivoli II.,Prosto,65,159,2025-04-15 12:44
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 12:44
Trg prekomorskih brigad,Skoraj polno,4,61,2025-04-15 12:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 12:44
Žale I.,Prosto,68,125,2025-04-15 12:44
Žale II.,Prosto,38,80,2025-04-15 12:44
Žale III.,Skoraj polno,13,83,2025-04-15 12:44
Žale IV.,Prosto,31,78,2025-04-15 12:44
Žale V.,Prosto,243,100,2025-04-15 12:44
P+R Ježica,Odprto,,,2025-04-15 12:44
P+R Stanežiče,Odprto,,,2025-04-15 12:44
ŠRC Stožice,Prosto,/,509,2025-04-15 12:44
Tacen,Prosto,/,/,2025-04-15 12:44
Bratislavska,Prosto,/,/,2025-04-15 12:44
BS4,Prosto,34,100,2025-04-15 12:44
PH Rog,Skoraj polno,1,80,2025-04-15 12:44
P+R Letališka,Odprto,,,2025-04-15 12:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 12:44
Bežigrad,Skoraj polno,5,64,2025-04-15 13:00
Dolenjska cesta (Strelišče),Prosto,62,67,2025-04-15 13:00
Gosarjeva ulica,Skoraj polno,1,190,2025-04-15 13:00
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 13:00
Komanova ulica,Zasedeno,/,55,2025-04-15 13:00
PH Kongresni trg,Skoraj polno,8,720,2025-04-15 13:00
Kozolec,Skoraj polno,40,394,2025-04-15 13:00
Kranjčeva ulica,Prosto,39,117,2025-04-15 13:00
Linhartova,Skoraj polno,2,50,2025-04-15 13:00
Metelkova ulica,Skoraj polno,3,89,2025-04-15 13:00
Mirje,Zasedeno,0,107,2025-04-15 13:00
P+R Barje,Odprto,,,2025-04-15 13:00
P+R Dolgi Most,Odprto,,,2025-04-15 13:00
P+R Studenec,Odprto,,,2025-04-15 13:00
PH Kolezija,Prosto,43,80,2025-04-15 13:00
Pokopališče Polje,Prosto,23,39,2025-04-15 13:00
Povšetova ulica,Skoraj polno,13,81,2025-04-15 13:00
Sanatorij Emona,Zasedeno,0,25,2025-04-15 13:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 13:00
Tivoli I.,Skoraj polno,63,351,2025-04-15 13:00
Tivoli II.,Prosto,65,159,2025-04-15 13:00
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 13:00
Trg prekomorskih brigad,Skoraj polno,7,61,2025-04-15 13:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 13:00
Žale I.,Prosto,67,125,2025-04-15 13:00
Žale II.,Prosto,41,80,2025-04-15 13:00
Žale III.,Skoraj polno,16,83,2025-04-15 13:00
Žale IV.,Prosto,31,78,2025-04-15 13:00
Žale V.,Prosto,245,100,2025-04-15 13:00
P+R Ježica,Odprto,,,2025-04-15 13:00
P+R Stanežiče,Odprto,,,2025-04-15 13:00
ŠRC Stožice,Prosto,/,509,2025-04-15 13:00
Tacen,Prosto,/,/,2025-04-15 13:00
Bratislavska,Prosto,/,/,2025-04-15 13:00
BS4,Prosto,32,100,2025-04-15 13:00
PH Rog,Zasedeno,0,80,2025-04-15 13:00
P+R Letališka,Odprto,,,2025-04-15 13:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 13:00
Bežigrad,Skoraj polno,5,64,2025-04-15 13:14
Dolenjska cesta (Strelišče),Prosto,62,67,2025-04-15 13:14
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 13:14
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 13:14
Komanova ulica,Zasedeno,/,55,2025-04-15 13:14
PH Kongresni trg,Skoraj polno,16,720,2025-04-15 13:14
Kozolec,Skoraj polno,44,394,2025-04-15 13:14
Kranjčeva ulica,Prosto,37,117,2025-04-15 13:14
Linhartova,Skoraj polno,5,50,2025-04-15 13:14
Metelkova ulica,Skoraj polno,2,89,2025-04-15 13:14
Mirje,Skoraj polno,1,107,2025-04-15 13:14
P+R Barje,Odprto,,,2025-04-15 13:14
P+R Dolgi Most,Odprto,,,2025-04-15 13:14
P+R Studenec,Odprto,,,2025-04-15 13:14
PH Kolezija,Prosto,43,80,2025-04-15 13:14
Pokopališče Polje,Prosto,23,39,2025-04-15 13:14
Povšetova ulica,Skoraj polno,13,81,2025-04-15 13:14
Sanatorij Emona,Zasedeno,0,25,2025-04-15 13:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 13:14
Tivoli I.,Skoraj polno,63,351,2025-04-15 13:14
Tivoli II.,Prosto,71,159,2025-04-15 13:14
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 13:14
