Location,Status,Prosto,Na voljo,Datum
Trg prekomorskih brigad,Skoraj polno,7,61,2025-04-15 13:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 13:14
Žale I.,Prosto,63,125,2025-04-15 13:14
Žale II.,Prosto,42,80,2025-04-15 13:14
Žale III.,Skoraj polno,11,83,2025-04-15 13:14
Žale IV.,Prosto,32,78,2025-04-15 13:14
Žale V.,Prosto,243,100,2025-04-15 13:14
P+R Ježica,Odprto,,,2025-04-15 13:14
P+R Stanežiče,Odprto,,,2025-04-15 13:14
ŠRC Stožice,Prosto,/,509,2025-04-15 13:14
Tacen,Prosto,/,/,2025-04-15 13:14
Bratislavska,Prosto,/,/,2025-04-15 13:14
BS4,Prosto,33,100,2025-04-15 13:14
PH Rog,Skoraj polno,1,80,2025-04-15 13:14
P+R Letališka,Odprto,,,2025-04-15 13:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 13:14
Bežigrad,Skoraj polno,4,64,2025-04-15 13:30
Dolenjska cesta (Strelišče),Prosto,63,67,2025-04-15 13:30
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 13:30
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 13:30
Komanova ulica,Zasedeno,/,55,2025-04-15 13:30
PH Kongresni trg,Skoraj polno,4,720,2025-04-15 13:30
Kozolec,Skoraj polno,36,394,2025-04-15 13:30
Kranjčeva ulica,Prosto,40,117,2025-04-15 13:30
Linhartova,Skoraj polno,5,50,2025-04-15 13:30
Metelkova ulica,Skoraj polno,3,89,2025-04-15 13:30
Mirje,Skoraj polno,1,107,2025-04-15 13:30
P+R Barje,Odprto,,,2025-04-15 13:30
P+R Dolgi Most,Odprto,,,2025-04-15 13:30
P+R Studenec,Odprto,,,2025-04-15 13:30
PH Kolezija,Prosto,43,80,2025-04-15 13:30
Pokopališče Polje,Prosto,24,39,2025-04-15 13:30
Povšetova ulica,Skoraj polno,13,81,2025-04-15 13:30
Sanatorij Emona,Zasedeno,0,25,2025-04-15 13:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 13:30
Tivoli I.,Skoraj polno,70,351,2025-04-15 13:30
Tivoli II.,Prosto,73,159,2025-04-15 13:30
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-15 13:30
Trg prekomorskih brigad,Prosto,13,61,2025-04-15 13:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 13:30
Žale I.,Prosto,65,125,2025-04-15 13:30
Žale II.,Prosto,42,80,2025-04-15 13:30
Žale III.,Skoraj polno,11,83,2025-04-15 13:30
Žale IV.,Prosto,35,78,2025-04-15 13:30
Žale V.,Prosto,234,100,2025-04-15 13:30
P+R Ježica,Odprto,,,2025-04-15 13:30
P+R Stanežiče,Odprto,,,2025-04-15 13:30
ŠRC Stožice,Prosto,/,509,2025-04-15 13:30
Tacen,Prosto,/,/,2025-04-15 13:30
Bratislavska,Prosto,/,/,2025-04-15 13:30
BS4,Prosto,32,100,2025-04-15 13:30
PH Rog,Skoraj polno,5,80,2025-04-15 13:30
P+R Letališka,Odprto,,,2025-04-15 13:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 13:30
Bežigrad,Skoraj polno,7,64,2025-04-15 13:44
Dolenjska cesta (Strelišče),Prosto,63,67,2025-04-15 13:44
Gosarjeva ulica,Skoraj polno,1,190,2025-04-15 13:44
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 13:44
Komanova ulica,Zasedeno,/,55,2025-04-15 13:44
PH Kongresni trg,Skoraj polno,6,720,2025-04-15 13:44
Kozolec,Skoraj polno,42,394,2025-04-15 13:44
Kranjčeva ulica,Prosto,47,117,2025-04-15 13:44
Linhartova,Skoraj polno,5,50,2025-04-15 13:44
Metelkova ulica,Skoraj polno,6,89,2025-04-15 13:44
Mirje,Skoraj polno,1,107,2025-04-15 13:44
P+R Barje,Odprto,,,2025-04-15 13:44
P+R Dolgi Most,Odprto,,,2025-04-15 13:44
P+R Studenec,Odprto,,,2025-04-15 13:44
PH Kolezija,Prosto,45,80,2025-04-15 13:44
Pokopališče Polje,Prosto,29,39,2025-04-15 13:44
Povšetova ulica,Prosto,17,81,2025-04-15 13:44
Sanatorij Emona,Zasedeno,0,25,2025-04-15 13:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 13:44
Tivoli I.,Prosto,76,351,2025-04-15 13:44
Tivoli II.,Prosto,75,159,2025-04-15 13:44
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 13:44
Trg prekomorskih brigad,Skoraj polno,12,61,2025-04-15 13:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 13:44
Žale I.,Prosto,64,125,2025-04-15 13:44
Žale II.,Prosto,41,80,2025-04-15 13:44
Žale III.,Skoraj polno,6,83,2025-04-15 13:44
Žale IV.,Prosto,35,78,2025-04-15 13:44
Žale V.,Prosto,225,100,2025-04-15 13:44
P+R Ježica,Odprto,,,2025-04-15 13:44
P+R Stanežiče,Odprto,,,2025-04-15 13:44
ŠRC Stožice,Prosto,/,509,2025-04-15 13:44
Tacen,Prosto,/,/,2025-04-15 13:44
Bratislavska,Prosto,/,/,2025-04-15 13:44
BS4,Prosto,29,100,2025-04-15 13:44
PH Rog,Skoraj polno,4,80,2025-04-15 13:44
P+R Letališka,Odprto,,,2025-04-15 13:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 13:44
Bežigrad,Skoraj polno,8,64,2025-04-15 14:00
Dolenjska cesta (Strelišče),Prosto,67,67,2025-04-15 14:00
Gosarjeva ulica,Zasedeno,0,190,2025-04-15 14:00
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 14:00
Komanova ulica,Zasedeno,/,55,2025-04-15 14:00
PH Kongresni trg,Skoraj polno,8,720,2025-04-15 14:00
Kozolec,Skoraj polno,42,394,2025-04-15 14:00
Kranjčeva ulica,Prosto,48,117,2025-04-15 14:00
Linhartova,Skoraj polno,4,50,2025-04-15 14:00
Metelkova ulica,Skoraj polno,10,89,2025-04-15 14:00
Mirje,Skoraj polno,3,107,2025-04-15 14:00
P+R Barje,Odprto,,,2025-04-15 14:00
P+R Dolgi Most,Odprto,,,2025-04-15 14:00
P+R Studenec,Odprto,,,2025-04-15 14:00
PH Kolezija,Prosto,45,80,2025-04-15 14:00
Pokopališče Polje,Prosto,32,39,2025-04-15 14:00
Povšetova ulica,Prosto,18,81,2025-04-15 14:00
Sanatorij Emona,Zasedeno,0,25,2025-04-15 14:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 14:00
Tivoli I.,Prosto,84,351,2025-04-15 14:00
Tivoli II.,Prosto,81,159,2025-04-15 14:00
Trg mladinskih delovnih brigad,Skoraj polno,2,26,2025-04-15 14:00
Trg prekomorskih brigad,Skoraj polno,9,61,2025-04-15 14:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 14:00
Žale I.,Prosto,70,125,2025-04-15 14:00
Žale II.,Prosto,42,80,2025-04-15 14:00
Žale III.,Zasedeno,0,83,2025-04-15 14:00
Žale IV.,Prosto,36,78,2025-04-15 14:00
Žale V.,Prosto,223,100,2025-04-15 14:00
P+R Ježica,Odprto,,,2025-04-15 14:00
P+R Stanežiče,Odprto,,,2025-04-15 14:00
ŠRC Stožice,Prosto,/,509,2025-04-15 14:00
Tacen,Prosto,/,/,2025-04-15 14:00
Bratislavska,Prosto,/,/,2025-04-15 14:00
BS4,Prosto,26,100,2025-04-15 14:00
PH Rog,Skoraj polno,9,80,2025-04-15 14:00
P+R Letališka,Odprto,,,2025-04-15 14:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 14:00
Bežigrad,Skoraj polno,8,64,2025-04-15 14:14
Dolenjska cesta (Strelišče),Prosto,65,67,2025-04-15 14:14
Gosarjeva ulica,Skoraj polno,1,190,2025-04-15 14:14
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 14:14
Komanova ulica,Zasedeno,/,55,2025-04-15 14:14
PH Kongresni trg,Skoraj polno,14,720,2025-04-15 14:14
Kozolec,Skoraj polno,38,394,2025-04-15 14:14
Kranjčeva ulica,Prosto,47,117,2025-04-15 14:14
Linhartova,Skoraj polno,8,50,2025-04-15 14:14
Metelkova ulica,Skoraj polno,4,89,2025-04-15 14:14
Mirje,Skoraj polno,9,107,2025-04-15 14:14
P+R Barje,Odprto,,,2025-04-15 14:14
P+R Dolgi Most,Odprto,,,2025-04-15 14:14
P+R Studenec,Odprto,,,2025-04-15 14:14
PH Kolezija,Prosto,46,80,2025-04-15 14:14
Pokopališče Polje,Prosto,32,39,2025-04-15 14:14
Povšetova ulica,Prosto,19,81,2025-04-15 14:14
Sanatorij Emona,Zasedeno,0,25,2025-04-15 14:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 14:14
Tivoli I.,Prosto,92,351,2025-04-15 14:14
Tivoli II.,Prosto,88,159,2025-04-15 14:14
Trg mladinskih delovnih brigad,Skoraj polno,5,26,2025-04-15 14:14
Trg prekomorskih brigad,Prosto,13,61,2025-04-15 14:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 14:14
Žale I.,Prosto,73,125,2025-04-15 14:14
Žale II.,Prosto,41,80,2025-04-15 14:14
Žale III.,Skoraj polno,1,83,2025-04-15 14:14
Žale IV.,Prosto,35,78,2025-04-15 14:14
Žale V.,Prosto,246,100,2025-04-15 14:14
P+R Ježica,Odprto,,,2025-04-15 14:14
P+R Stanežiče,Odprto,,,2025-04-15 14:14
ŠRC Stožice,Prosto,/,509,2025-04-15 14:14
Tacen,Prosto,/,/,2025-04-15 14:14
Bratislavska,Prosto,/,/,2025-04-15 14:14
BS4,Prosto,29,100,2025-04-15 14:14
PH Rog,Skoraj polno,10,80,2025-04-15 14:14
P+R Letališka,Odprto,,,2025-04-15 14:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 14:14
Bežigrad,Skoraj polno,7,64,2025-04-15 14:30
Dolenjska cesta (Strelišče),Prosto,69,67,2025-04-15 14:30
Gosarjeva ulica,Skoraj polno,2,190,2025-04-15 14:30
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 14:30
Komanova ulica,Zasedeno,/,55,2025-04-15 14:30
PH Kongresni trg,Skoraj polno,39,720,2025-04-15 14:30
Kozolec,Skoraj polno,32,394,2025-04-15 14:30
Kranjčeva ulica,Prosto,49,117,2025-04-15 14:30
Linhartova,Prosto,14,50,2025-04-15 14:30
Metelkova ulica,Skoraj polno,1,89,2025-04-15 14:30
Mirje,Skoraj polno,8,107,2025-04-15 14:30
P+R Barje,Odprto,,,2025-04-15 14:30
P+R Dolgi Most,Odprto,,,2025-04-15 14:30
P+R Studenec,Odprto,,,2025-04-15 14:30
PH Kolezija,Prosto,48,80,2025-04-15 14:30
Pokopališče Polje,Prosto,33,39,2025-04-15 14:30
Povšetova ulica,Prosto,23,81,2025-04-15 14:30
Sanatorij Emona,Zasedeno,0,25,2025-04-15 14:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 14:30
Tivoli I.,Prosto,97,351,2025-04-15 14:30
Tivoli II.,Prosto,94,159,2025-04-15 14:30
Trg mladinskih delovnih brigad,Skoraj polno,3,26,2025-04-15 14:30
Trg prekomorskih brigad,Skoraj polno,9,61,2025-04-15 14:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 14:30
Žale I.,Prosto,75,125,2025-04-15 14:30
Žale II.,Prosto,42,80,2025-04-15 14:30
Žale III.,Skoraj polno,4,83,2025-04-15 14:30
Žale IV.,Prosto,33,78,2025-04-15 14:30
Žale V.,Prosto,252,100,2025-04-15 14:30
P+R Ježica,Odprto,,,2025-04-15 14:30
P+R Stanežiče,Odprto,,,2025-04-15 14:30
ŠRC Stožice,Prosto,/,509,2025-04-15 14:30
Tacen,Prosto,/,/,2025-04-15 14:30
Bratislavska,Prosto,/,/,2025-04-15 14:30
BS4,Prosto,32,100,2025-04-15 14:30
PH Rog,Skoraj polno,8,80,2025-04-15 14:30
P+R Letališka,Odprto,,,2025-04-15 14:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 14:30
Bežigrad,Skoraj polno,7,64,2025-04-15 14:44
Dolenjska cesta (Strelišče),Prosto,63,67,2025-04-15 14:44
Gosarjeva ulica,Skoraj polno,1,190,2025-04-15 14:44
Gospodarsko razstavišče,Zasedeno,0,400,2025-04-15 14:44
Komanova ulica,Zasedeno,/,55,2025-04-15 14:44
PH Kongresni trg,Skoraj polno,56,720,2025-04-15 14:44
Kozolec,Skoraj polno,39,394,2025-04-15 14:44
Kranjčeva ulica,Prosto,53,117,2025-04-15 14:44
Linhartova,Prosto,31,50,2025-04-15 14:44
Metelkova ulica,Zasedeno,0,89,2025-04-15 14:44
Mirje,Skoraj polno,11,107,2025-04-15 14:44
P+R Barje,Odprto,,,2025-04-15 14:44
P+R Dolgi Most,Odprto,,,2025-04-15 14:44
P+R Studenec,Odprto,,,2025-04-15 14:44
PH Kolezija,Prosto,50,80,2025-04-15 14:44
Pokopališče Polje,Prosto,33,39,2025-04-15 14:44
Povšetova ulica,Prosto,33,81,2025-04-15 14:44
Sanatorij Emona,Zasedeno,0,25,2025-04-15 14:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 14:44
Tivoli I.,Prosto,105,351,2025-04-15 14:44
Tivoli II.,Prosto,93,159,2025-04-15 14:44
Trg mladinskih delovnih brigad,Zasedeno,0,26,2025-04-15 14:44
Trg prekomorskih brigad,Prosto,14,61,2025-04-15 14:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 14:44
Žale I.,Prosto,74,125,2025-04-15 14:44
Žale II.,Prosto,44,80,2025-04-15 14:44
Žale III.,Skoraj polno,12,83,2025-04-15 14:44
Žale IV.,Prosto,36,78,2025-04-15 14:44
Žale V.,Prosto,251,100,2025-04-15 14:44
P+R Ježica,Odprto,,,2025-04-15 14:44
P+R Stanežiče,Odprto,,,2025-04-15 14:44
ŠRC Stožice,Prosto,/,509,2025-04-15 14:44
Tacen,Prosto,/,/,2025-04-15 14:44
Bratislavska,Prosto,/,/,2025-04-15 14:44
BS4,Prosto,33,100,2025-04-15 14:44
PH Rog,Skoraj polno,8,80,2025-04-15 14:44
P+R Letališka,Odprto,,,2025-04-15 14:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 14:44
Bežigrad,Skoraj polno,6,64,2025-04-15 15:00
Dolenjska cesta (Strelišče),Prosto,68,67,2025-04-15 15:00
Gosarjeva ulica,Skoraj polno,7,190,2025-04-15 15:00
Gospodarsko razstavišče,Skoraj polno,17,400,2025-04-15 15:00
Komanova ulica,Zasedeno,/,55,2025-04-15 15:00
PH Kongresni trg,Skoraj polno,82,720,2025-04-15 15:00
Kozolec,Skoraj polno,57,394,2025-04-15 15:00
Kranjčeva ulica,Prosto,57,117,2025-04-15 15:00
Linhartova,Prosto,46,50,2025-04-15 15:00
Metelkova ulica,Skoraj polno,9,89,2025-04-15 15:00
Mirje,Skoraj polno,12,107,2025-04-15 15:00
P+R Barje,Odprto,,,2025-04-15 15:00
P+R Dolgi Most,Odprto,,,2025-04-15 15:00
P+R Studenec,Odprto,,,2025-04-15 15:00
PH Kolezija,Prosto,51,80,2025-04-15 15:00
Pokopališče Polje,Prosto,31,39,2025-04-15 15:00
Povšetova ulica,Prosto,41,81,2025-04-15 15:00
Sanatorij Emona,Zasedeno,0,25,2025-04-15 15:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 15:00
Tivoli I.,Prosto,99,351,2025-04-15 15:00
Tivoli II.,Prosto,96,159,2025-04-15 15:00
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-15 15:00
Trg prekomorskih brigad,Skoraj polno,3,61,2025-04-15 15:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 15:00
Žale I.,Prosto,75,125,2025-04-15 15:00
Žale II.,Prosto,47,80,2025-04-15 15:00
Žale III.,Skoraj polno,9,83,2025-04-15 15:00
Žale IV.,Prosto,40,78,2025-04-15 15:00
Žale V.,Prosto,260,100,2025-04-15 15:00
P+R Ježica,Odprto,,,2025-04-15 15:00
P+R Stanežiče,Odprto,,,2025-04-15 15:00
ŠRC Stožice,Prosto,/,509,2025-04-15 15:00
Tacen,Prosto,/,/,2025-04-15 15:00
Bratislavska,Prosto,/,/,2025-04-15 15:00
BS4,Prosto,36,100,2025-04-15 15:00
PH Rog,Skoraj polno,11,80,2025-04-15 15:00
P+R Letališka,Odprto,,,2025-04-15 15:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 15:00
Bežigrad,Skoraj polno,11,64,2025-04-15 15:14
Dolenjska cesta (Strelišče),Prosto,67,67,2025-04-15 15:14
Gosarjeva ulica,Skoraj polno,10,190,2025-04-15 15:14
Gospodarsko razstavišče,Skoraj polno,58,400,2025-04-15 15:14
Komanova ulica,Zasedeno,/,55,2025-04-15 15:14
PH Kongresni trg,Skoraj polno,93,720,2025-04-15 15:14
Kozolec,Skoraj polno,69,394,2025-04-15 15:14
Kranjčeva ulica,Prosto,60,117,2025-04-15 15:14
Linhartova,Prosto,62,50,2025-04-15 15:14
Metelkova ulica,Skoraj polno,13,89,2025-04-15 15:14
Mirje,Skoraj polno,15,107,2025-04-15 15:14
P+R Barje,Odprto,,,2025-04-15 15:14
P+R Dolgi Most,Odprto,,,2025-04-15 15:14
P+R Studenec,Odprto,,,2025-04-15 15:14
PH Kolezija,Prosto,49,80,2025-04-15 15:14
Pokopališče Polje,Prosto,31,39,2025-04-15 15:14
Povšetova ulica,Prosto,43,81,2025-04-15 15:14
Sanatorij Emona,Zasedeno,0,25,2025-04-15 15:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 15:14
Tivoli I.,Prosto,102,351,2025-04-15 15:14
Tivoli II.,Prosto,99,159,2025-04-15 15:14
Trg mladinskih delovnih brigad,Skoraj polno,1,26,2025-04-15 15:14
Trg prekomorskih brigad,Skoraj polno,1,61,2025-04-15 15:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 15:14
Žale I.,Prosto,80,125,2025-04-15 15:14
Žale II.,Prosto,51,80,2025-04-15 15:14
Žale III.,Skoraj polno,15,83,2025-04-15 15:14
Žale IV.,Prosto,47,78,2025-04-15 15:14
Žale V.,Prosto,276,100,2025-04-15 15:14
P+R Ježica,Odprto,,,2025-04-15 15:14
P+R Stanežiče,Odprto,,,2025-04-15 15:14
ŠRC Stožice,Prosto,/,509,2025-04-15 15:14
Tacen,Prosto,/,/,2025-04-15 15:14
Bratislavska,Prosto,/,/,2025-04-15 15:14
BS4,Prosto,43,100,2025-04-15 15:14
PH Rog,Skoraj polno,15,80,2025-04-15 15:14
P+R Letališka,Odprto,,,2025-04-15 15:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 15:14
Bežigrad,Prosto,16,64,2025-04-15 15:30
Dolenjska cesta (Strelišče),Prosto,70,67,2025-04-15 15:30
Gosarjeva ulica,Skoraj polno,14,190,2025-04-15 15:30
Gospodarsko razstavišče,Prosto,111,400,2025-04-15 15:30
Komanova ulica,Zasedeno,/,55,2025-04-15 15:30
PH Kongresni trg,Skoraj polno,103,720,2025-04-15 15:30
Kozolec,Prosto,80,394,2025-04-15 15:30
Kranjčeva ulica,Prosto,65,117,2025-04-15 15:30
Linhartova,Prosto,74,50,2025-04-15 15:30
Metelkova ulica,Prosto,22,89,2025-04-15 15:30
Mirje,Prosto,27,107,2025-04-15 15:30
P+R Barje,Odprto,,,2025-04-15 15:30
P+R Dolgi Most,Odprto,,,2025-04-15 15:30
P+R Studenec,Odprto,,,2025-04-15 15:30
PH Kolezija,Prosto,49,80,2025-04-15 15:30
Pokopališče Polje,Prosto,34,39,2025-04-15 15:30
Povšetova ulica,Prosto,50,81,2025-04-15 15:30
Sanatorij Emona,Zasedeno,0,25,2025-04-15 15:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 15:30
Tivoli I.,Prosto,105,351,2025-04-15 15:30
Tivoli II.,Prosto,108,159,2025-04-15 15:30
Trg mladinskih delovnih brigad,Skoraj polno,5,26,2025-04-15 15:30
Trg prekomorskih brigad,Skoraj polno,4,61,2025-04-15 15:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 15:30
Žale I.,Prosto,81,125,2025-04-15 15:30
Žale II.,Prosto,53,80,2025-04-15 15:30
Žale III.,Skoraj polno,16,83,2025-04-15 15:30
Žale IV.,Prosto,55,78,2025-04-15 15:30
Žale V.,Prosto,278,100,2025-04-15 15:30
P+R Ježica,Odprto,,,2025-04-15 15:30
P+R Stanežiče,Odprto,,,2025-04-15 15:30
ŠRC Stožice,Prosto,/,509,2025-04-15 15:30
Tacen,Prosto,/,/,2025-04-15 15:30
Bratislavska,Prosto,/,/,2025-04-15 15:30
BS4,Prosto,45,100,2025-04-15 15:30
PH Rog,Skoraj polno,12,80,2025-04-15 15:30
P+R Letališka,Odprto,,,2025-04-15 15:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 15:30
Bežigrad,Prosto,19,64,2025-04-15 15:44
Dolenjska cesta (Strelišče),Prosto,67,67,2025-04-15 15:44
Gosarjeva ulica,Skoraj polno,14,190,2025-04-15 15:44
Gospodarsko razstavišče,Prosto,148,400,2025-04-15 15:44
Komanova ulica,Zasedeno,/,55,2025-04-15 15:44
PH Kongresni trg,Skoraj polno,105,720,2025-04-15 15:44
Kozolec,Prosto,85,394,2025-04-15 15:44
Kranjčeva ulica,Prosto,67,117,2025-04-15 15:44
Linhartova,Prosto,82,50,2025-04-15 15:44
Metelkova ulica,Skoraj polno,17,89,2025-04-15 15:44
Mirje,Prosto,27,107,2025-04-15 15:44
P+R Barje,Odprto,,,2025-04-15 15:44
P+R Dolgi Most,Odprto,,,2025-04-15 15:44
P+R Studenec,Odprto,,,2025-04-15 15:44
PH Kolezija,Prosto,52,80,2025-04-15 15:44
Pokopališče Polje,Prosto,34,39,2025-04-15 15:44
Povšetova ulica,Prosto,50,81,2025-04-15 15:44
Sanatorij Emona,Zasedeno,0,25,2025-04-15 15:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 15:44
Tivoli I.,Prosto,109,351,2025-04-15 15:44
Tivoli II.,Prosto,117,159,2025-04-15 15:44
Trg mladinskih delovnih brigad,Skoraj polno,5,26,2025-04-15 15:44
Trg prekomorskih brigad,Skoraj polno,12,61,2025-04-15 15:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 15:44
Žale I.,Prosto,81,125,2025-04-15 15:44
Žale II.,Prosto,56,80,2025-04-15 15:44
Žale III.,Prosto,21,83,2025-04-15 15:44
Žale IV.,Prosto,60,78,2025-04-15 15:44
Žale V.,Prosto,274,100,2025-04-15 15:44
P+R Ježica,Odprto,,,2025-04-15 15:44
P+R Stanežiče,Odprto,,,2025-04-15 15:44
ŠRC Stožice,Prosto,/,509,2025-04-15 15:44
Tacen,Prosto,/,/,2025-04-15 15:44
Bratislavska,Prosto,/,/,2025-04-15 15:44
BS4,Prosto,43,100,2025-04-15 15:44
PH Rog,Skoraj polno,12,80,2025-04-15 15:44
P+R Letališka,Odprto,,,2025-04-15 15:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 15:44
Bežigrad,Prosto,24,64,2025-04-15 16:00
Dolenjska cesta (Strelišče),Prosto,64,67,2025-04-15 16:00
Gosarjeva ulica,Skoraj polno,12,190,2025-04-15 16:00
Gospodarsko razstavišče,Prosto,183,400,2025-04-15 16:00
Komanova ulica,Zasedeno,/,55,2025-04-15 16:00
PH Kongresni trg,Skoraj polno,104,720,2025-04-15 16:00
Kozolec,Prosto,89,394,2025-04-15 16:00
Kranjčeva ulica,Prosto,74,117,2025-04-15 16:00
Linhartova,Prosto,88,50,2025-04-15 16:00
Metelkova ulica,Prosto,19,89,2025-04-15 16:00
Mirje,Prosto,30,107,2025-04-15 16:00
P+R Barje,Odprto,,,2025-04-15 16:00
P+R Dolgi Most,Odprto,,,2025-04-15 16:00
P+R Studenec,Odprto,,,2025-04-15 16:00
PH Kolezija,Prosto,52,80,2025-04-15 16:00
Pokopališče Polje,Prosto,31,39,2025-04-15 16:00
Povšetova ulica,Prosto,51,81,2025-04-15 16:00
Sanatorij Emona,Skoraj polno,1,25,2025-04-15 16:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 16:00
Tivoli I.,Prosto,112,351,2025-04-15 16:00
Tivoli II.,Prosto,115,159,2025-04-15 16:00
Trg mladinskih delovnih brigad,Prosto,6,26,2025-04-15 16:00
Trg prekomorskih brigad,Prosto,18,61,2025-04-15 16:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 16:00
Žale I.,Prosto,80,125,2025-04-15 16:00
Žale II.,Prosto,54,80,2025-04-15 16:00
Žale III.,Prosto,26,83,2025-04-15 16:00
Žale IV.,Prosto,59,78,2025-04-15 16:00
Žale V.,Prosto,272,100,2025-04-15 16:00
P+R Ježica,Odprto,,,2025-04-15 16:00
P+R Stanežiče,Odprto,,,2025-04-15 16:00
ŠRC Stožice,Prosto,/,509,2025-04-15 16:00
Tacen,Prosto,/,/,2025-04-15 16:00
Bratislavska,Prosto,/,/,2025-04-15 16:00
BS4,Prosto,41,100,2025-04-15 16:00
PH Rog,Skoraj polno,10,80,2025-04-15 16:00
P+R Letališka,Odprto,,,2025-04-15 16:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 16:00
Bežigrad,Prosto,28,64,2025-04-15 16:16
Dolenjska cesta (Strelišče),Prosto,67,67,2025-04-15 16:16
Gosarjeva ulica,Skoraj polno,13,190,2025-04-15 16:16
Gospodarsko razstavišče,Prosto,216,400,2025-04-15 16:16
Komanova ulica,Zasedeno,/,55,2025-04-15 16:16
PH Kongresni trg,Skoraj polno,92,720,2025-04-15 16:16
Kozolec,Prosto,105,394,2025-04-15 16:16
Kranjčeva ulica,Prosto,81,117,2025-04-15 16:16
Linhartova,Prosto,89,50,2025-04-15 16:16
Metelkova ulica,Skoraj polno,16,89,2025-04-15 16:16
Mirje,Prosto,33,107,2025-04-15 16:16
P+R Barje,Odprto,,,2025-04-15 16:16
P+R Dolgi Most,Odprto,,,2025-04-15 16:16
P+R Studenec,Odprto,,,2025-04-15 16:16
PH Kolezija,Prosto,53,80,2025-04-15 16:16
Pokopališče Polje,Prosto,30,39,2025-04-15 16:16
Povšetova ulica,Prosto,55,81,2025-04-15 16:16
Sanatorij Emona,Skoraj polno,1,25,2025-04-15 16:16
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 16:16
Tivoli I.,Prosto,127,351,2025-04-15 16:16
Tivoli II.,Prosto,107,159,2025-04-15 16:16
Trg mladinskih delovnih brigad,Skoraj polno,5,26,2025-04-15 16:16
Trg prekomorskih brigad,Prosto,15,61,2025-04-15 16:16
Štembalova ulica,Zasedeno,/,155,2025-04-15 16:16
Žale I.,Prosto,78,125,2025-04-15 16:16
Žale II.,Prosto,56,80,2025-04-15 16:16
Žale III.,Prosto,26,83,2025-04-15 16:16
Žale IV.,Prosto,63,78,2025-04-15 16:16
Žale V.,Prosto,271,100,2025-04-15 16:16
P+R Ježica,Odprto,,,2025-04-15 16:16
P+R Stanežiče,Odprto,,,2025-04-15 16:16
ŠRC Stožice,Prosto,/,509,2025-04-15 16:16
Tacen,Prosto,/,/,2025-04-15 16:16
Bratislavska,Prosto,/,/,2025-04-15 16:16
BS4,Prosto,38,100,2025-04-15 16:16
PH Rog,Skoraj polno,10,80,2025-04-15 16:16
P+R Letališka,Odprto,,,2025-04-15 16:16
Parkirišče PH Ilirija,Odprto,,,2025-04-15 16:16
Bežigrad,Prosto,34,64,2025-04-15 16:30
Dolenjska cesta (Strelišče),Prosto,60,67,2025-04-15 16:30
Gosarjeva ulica,Skoraj polno,1,190,2025-04-15 16:30
Gospodarsko razstavišče,Prosto,248,400,2025-04-15 16:30
Komanova ulica,Zasedeno,/,55,2025-04-15 16:30
